name,count,categories,price,sample_urls,sources
Apple iPhone 17 256 GB (Apple Türkiye Garantili) Mavi,1,,75932,/urun/apple-iphone-17-256-gb-apple-turkiye-garantili-mavi-100918358?magaza=bittibitiyor,n11_top10.json
Apple iPhone 17 256 GB (Apple Türkiye Garantili) Siyah,1,,77424,/urun/apple-iphone-17-256-gb-apple-turkiye-garantili-siyah-100918382?magaza=fixdevice,n11_top10.json
Apple iPhone 17 Pro 512 GB (Apple Türkiye Garantili),1,,113590,/urun/apple-iphone-17-pro-512-gb-apple-turkiye-garantili-100723400?magaza=ceptemax,n11_top10.json
Apple iPhone 17 Pro Max 512 GB (Apple Türkiye Garantili),1,,128271,/urun/apple-iphone-17-pro-max-512-gb-apple-turkiye-garantili-100822102?magaza=vaditelekom,n11_top10.json
Desenli Pamuk Soft Şal İlham Serisi Degrade Şal ps136,1,,25900,/mira-ipek/desenli-pamuk-soft-sal-ilham-serisi-degrade-sal-ps136-p-1026509767,trendyol_top10.json
Ekose Atkı Kare Desenli Omuz Şalı,1,,14900,/linarose/ekose-atki-kare-desenli-omuz-sali-p-882443889,trendyol_top10.json
Erkek Desenli Kartlık Para Bölmeli Cüzdan,1,,64999,/kigili/erkek-desenli-kartlik-para-bolmeli-cuzdan-p-823077320,trendyol_top10.json
Kadın %100 Pamuk Siyah 10 ADET Lastik Toka Seti,1,,1999,/monalisa/kadin-100-pamuk-siyah-10-adet-lastik-toka-seti-p-448380995,trendyol_top10.json
Kadın Acı Kahverengi Süet Acı Kahverengi Suni Deri Fermuarlı Astarlı El ve Omuz Çantası,1,,53999,/rimense/kadin-aci-kahverengi-suet-aci-kahverengi-suni-deri-fermuarli-astarli-el-ve-omuz-cantasi-p-992046791,trendyol_top10.json
Kadın Büyük Boy Siyah Fiyonk Toka (11Cm),1,,1499,/monalisa/kadin-buyuk-boy-siyah-fiyonk-toka-11cm-p-840397483,trendyol_top10.json
Kadın Siyah 20 Adet Tel Toka,1,,119,/genel-markalar/kadin-siyah-20-adet-tel-toka-p-73681830,trendyol_top10.json
Prime,1,,,https://www.amazon.com.tr/gp/video/ssoredirect/?ie=UTF8&pvp=%2Fdetail%2Famzn1.dv.gti.33946964-d976-4fdb-b583-191900b23230%3Fref%3Ddvm_crs_nav_tr_se_d_swm_l_al_nba25g13v1&ref_=nav_swm_dvm_crs_nav_tr_se_d_swm_l_al_nba25g13v1&pf_rd_p=a2de1482-1976-4af8-b119-30aa1f442af8&pf_rd_s=nav-sitewide-msg&pf_rd_t=4201&pf_rd_i=navbar-4201&pf_rd_m=A33AVAJ2PDY3EV&pf_rd_r=XS8EYK7M5GPBDZ7BBFDZ,proje_analiz_top40.json
Samsung Galaxy S24 256 GB 8 GB Ram (Samsung Türkiye Garantili) Gri,1,,32743,https://www.hepsiburada.com/samsung-galaxy-s24-256-gb-8-gb-ram-samsung-turkiye-garantili-gri-p-HBCV00005MLKWK?magaza=Hepsiburada,hepsiburada_top10.json
Samsung Galaxy S24 256 GB 8 GB Ram (Samsung Türkiye Garantili) Mor,1,,32599,https://www.hepsiburada.com/samsung-galaxy-s24-256-gb-8-gb-ram-samsung-turkiye-garantili-mor-p-HBCV00005MLL3B?magaza=Hepsiburada,hepsiburada_top10.json
Samsung Galaxy S24 Ultra 256 GB 12 GB Ram (Samsung Türkiye Garantili) Gri,1,,58899,https://www.hepsiburada.com/samsung-galaxy-s24-ultra-256-gb-12-gb-ram-samsung-turkiye-garantili-gri-p-HBCV00005MLL3M?magaza=Hepsiburada,hepsiburada_top10.json
Samsung Galaxy S24 Ultra 256 GB 12 GB Ram (Samsung Türkiye Garantili) Siyah,1,,58749,https://www.hepsiburada.com/samsung-galaxy-s24-ultra-256-gb-12-gb-ram-samsung-turkiye-garantili-siyah-p-HBCV00005MLL3N?magaza=Hepsiburada,hepsiburada_top10.json
Samsung Galaxy S24+ 256 GB 12 GB Ram (Samsung Türkiye Garantili) Gri,1,,40999,https://www.hepsiburada.com/samsung-galaxy-s24-256-gb-12-gb-ram-samsung-turkiye-garantili-gri-p-HBCV00005MLL3F?magaza=Hepsiburada,hepsiburada_top10.json
Samsung Galaxy S24+ 256 GB 12 GB Ram (Samsung Türkiye Garantili) Siyah,1,,40999,https://www.hepsiburada.com/samsung-galaxy-s24-256-gb-12-gb-ram-samsung-turkiye-garantili-siyah-p-HBCV00005MLJAB?magaza=Hepsiburada,hepsiburada_top10.json
Samsung Galaxy S25 12 GB 128 GB (Samsung Türkiye Garantili),1,,44999,/urun/samsung-galaxy-s25-12-gb-128-gb-samsung-turkiye-garantili-68165512?magaza=samsungturkiye,n11_top10.json
Samsung Galaxy S25 12 GB 256 GB (Samsung Türkiye Garantili),1,,48499,/urun/samsung-galaxy-s25-12-gb-256-gb-samsung-turkiye-garantili-66614871?magaza=cephaneteknoloji,n11_top10.json
Samsung Galaxy S25 Ultra 12 GB 512 GB (Samsung Türkiye Garantili),1,,80409,/urun/samsung-galaxy-s25-ultra-12-gb-512-gb-samsung-turkiye-garantili-66616334?magaza=taner-teknoloji,n11_top10.json
Yenilenmiş Apple iPhone 14 Pro Max 128 GB Altın (12 Ay Garantili) - B Grade,1,,58249,https://www.hepsiburada.com/yenilenmis-apple-iphone-14-pro-max-128-gb-altin-12-ay-garantili-b-grade-p-HBCV00006RNSTL?magaza=Getmobil,hepsiburada_top10.json
Yenilenmiş Apple iPhone 14 Pro Max 128 GB Derin Mor (12 Ay Garantili) - B Grade,1,,56501,https://www.hepsiburada.com/yenilenmis-apple-iphone-14-pro-max-128-gb-derin-mor-12-ay-garantili-b-grade-p-HBCV00006LVGID?magaza=Getmobil,hepsiburada_top10.json
Yenilenmiş Apple iPhone 15 128 GB Sarı (12 Ay Garantili) - A Grade,1,,47899,https://www.hepsiburada.com/yenilenmis-apple-iphone-15-128-gb-sari-12-ay-garantili-a-grade-p-HBCV00007CR2OK?magaza=Getmobil,hepsiburada_top10.json
Yenilenmiş iPhone 13 Pro 128 GB (12 Ay Garantili) - B Grade,1,,39526,https://www.hepsiburada.com/yenilenmis-iphone-13-pro-128-gb-12-ay-garantili-b-grade-p-HBCV000036TFXT?magaza=Getmobil,hepsiburada_top10.json
Yılbaşı Temalı Anahtarlık,1,,725,/womistore/yilbasi-temali-anahtarlik-p-843990868,trendyol_top10.json
httpswwwamazoncomtrxiaomi-android-medya-oynatc4b1cc4b1-nesildpb0c1djwgyvrefzgbscelectronicsdsccl1261-9564065-4486614pdrdwxk0odcontent-idamzn1sym838bdf39-69ac-4899-bb4e-7e4319249386pfrdp838bdf39-69ac-4899-bb4e-7e4319249386pfrdrxs8eyk7m5gpbdz7bbfdzpdrdwgth0wtpdrdr8a945bdd-98f3-47c9-a3a8-8fe09c3d4489pdrdib0c1djwgyvpsc1,1,,4,https://www.amazon.com.tr/Xiaomi-Android-Medya-Oynat%C4%B1c%C4%B1-Nesil/dp/B0C1DJWGYV/ref=zg_bs_c_electronics_d_sccl_1/261-9564065-4486614?pd_rd_w=xk0OD&content-id=amzn1.sym.838bdf39-69ac-4899-bb4e-7e4319249386&pf_rd_p=838bdf39-69ac-4899-bb4e-7e4319249386&pf_rd_r=XS8EYK7M5GPBDZ7BBFDZ&pd_rd_wg=TH0Wt&pd_rd_r=8a945bdd-98f3-47c9-a3a8-8fe09c3d4489&pd_rd_i=B0C1DJWGYV&psc=1,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Royal Lux Bedding Nano Full Ortopedik Tek Kişilik Yatak 90 x 190
(200)
2.998,98 TL
SEPETTE
1.727,04 TL",1,,90,https://www.n11.com/urun/royal-lux-bedding-nano-full-ortopedik-tek-kisilik-yatak-90-x-190-18189728,proje_analiz_top40.json
"ÜCRETSİZ KARGO

US. Sleeping Economic Sünger Yatak 90 x 190
(185)
1.478 TL
SEPETTE
1.433,66 TL",1,,90,https://www.n11.com/urun/us-sleeping-economic-sunger-yatak-90-x-190-32650229,proje_analiz_top40.json
"ÜCRETSİZ KARGO

US. Sleeping Full Ortopedik Hybrid Kuş Tüyü Yaylı Yatak (22 CM) 90X190
(12)
1.861 TL
SEPETTE
1.805,17 TL",1,,22,https://www.n11.com/urun/us-sleeping-full-ortopedik-hybrid-kus-tuyu-yayli-yatak-22-cm-90x190-18187228,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Us. Sleeping Ultra Ortopedik Touch Brown Orijinal Pedli Yaylı Yatak (27Cm) 90X190
(40)
2.601 TL
SEPETTE
2.522,97 TL",1,,27,https://www.n11.com/urun/us-sleeping-ultra-ortopedik-touch-brown-orijinal-pedli-yayli-yatak-27cm-90x190-18187174,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Us.Sleeping Ultra Ortopedik Süper Bamboo Yaylı Yatak Tüm Ölçüler
(233)
1.806 TL
SEPETTE
1.751,82 TL",1,,233,https://www.n11.com/urun/ussleeping-ultra-ortopedik-super-bamboo-yayli-yatak-tum-olculer-18185410,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Us.Sleepıng Us. Sleepıng Full Ortopedik Bamboo Classic Yaylı Yatak 90 X 190
(52)
1.779 TL
SEPETTE
1.699 TL",1,,90,https://www.n11.com/urun/ussleeping-us-sleeping-full-ortopedik-bamboo-classic-yayli-yatak-90-x-190-18187144,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Yataş Bedding Spinal Support Bamboo Pocket Yaylı Yatak 100x200
(29)
5.999 TL
SEPETTE
4.499,25 TL",1,,100,https://www.n11.com/urun/yatas-bedding-spinal-support-bamboo-pocket-yayli-yatak-100x200-18189996,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Yataş Bedding Spinal Support Bamboo Pocket Yaylı Yatak 120x200
(15)
6.899 TL
SEPETTE
5.243,24 TL",1,,120,https://www.n11.com/urun/yatas-bedding-spinal-support-bamboo-pocket-yayli-yatak-120x200-18190001,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Yataş Bedding Spinal Support Bamboo Pocket Yaylı Yatak 90x190
(93)
4.674,15 TL
SEPETTE
4.014,27 TL",1,,90,https://www.n11.com/urun/yatas-bedding-spinal-support-bamboo-pocket-yayli-yatak-90x190-18189981,proje_analiz_top40.json
"ÜCRETSİZ KARGO

Yataş Bedding Spinal Support Classic RP Pocket Yaylı Yatak 90x190
(37)
5.499 TL
SEPETTE
3.409,38 TL",1,,90,https://www.n11.com/urun/yatas-bedding-spinal-support-classic-rp-pocket-yayli-yatak-90x190-25331276,proje_analiz_top40.json
